index,pf_size,geno_size,canon_size,red_dup,red_sim,red_total
401,890,596,177,0.3303370786516854,0.7030201342281879,0.801123595505618
402,518,336,122,0.3513513513513513,0.6369047619047619,0.7644787644787645
403,993,807,253,0.18731117824773413,0.6864931846344486,0.7452165156092648
404,415,354,136,0.1469879518072289,0.615819209039548,0.672289156626506
405,993,859,271,0.13494461228600196,0.6845168800931316,0.7270896273917422
406,993,794,200,0.2004028197381672,0.7481108312342569,0.798590130916415
407,415,351,165,0.1542168674698795,0.5299145299145299,0.6024096385542168
408,756,383,178,0.4933862433862434,0.5352480417754569,0.7645502645502645
409,653,357,151,0.4532924961715161,0.5770308123249299,0.768759571209801
410,756,456,189,0.39682539682539686,0.5855263157894737,0.75
411,756,587,254,0.2235449735449735,0.5672913117546848,0.664021164021164
412,653,489,214,0.2511485451761103,0.5623721881390593,0.672281776416539
413,281,226,144,0.19572953736654808,0.36283185840707965,0.4875444839857651
414,178,143,97,0.1966292134831461,0.32167832167832167,0.4550561797752809
415,281,225,147,0.19928825622775803,0.3466666666666667,0.47686832740213525
416,281,167,98,0.40569395017793597,0.4131736526946108,0.6512455516014235
417,178,131,95,0.2640449438202247,0.2748091603053435,0.4662921348314607
418,222,146,85,0.3423423423423423,0.4178082191780822,0.6171171171171171
419,475,245,123,0.4842105263157894,0.49795918367346936,0.7410526315789474
420,222,135,106,0.3918918918918919,0.2148148148148148,0.5225225225225225
421,222,134,109,0.39639639639639634,0.18656716417910446,0.509009009009009
422,475,237,153,0.5010526315789474,0.35443037974683544,0.6778947368421053
423,697,485,171,0.3041606886657102,0.647422680412371,0.7546628407460545
424,950,667,250,0.2978947368421052,0.6251874062968517,0.736842105263158
425,697,539,198,0.2266857962697274,0.6326530612244898,0.7159253945480631
426,697,476,204,0.31707317073170727,0.5714285714285714,0.7073170731707317
427,950,627,177,0.33999999999999997,0.7177033492822966,0.8136842105263158
428,934,584,163,0.37473233404710926,0.720890410958904,0.8254817987152034
429,237,186,126,0.21518987341772156,0.32258064516129037,0.4683544303797469
430,934,591,150,0.367237687366167,0.7461928934010152,0.8394004282655246
431,934,719,231,0.23019271948608133,0.678720445062587,0.7526766595289079
432,237,193,99,0.18565400843881852,0.4870466321243523,0.5822784810126582
433,459,358,185,0.2200435729847494,0.4832402234636871,0.5969498910675382
434,712,541,214,0.2401685393258427,0.6044362292051756,0.699438202247191
435,459,375,191,0.18300653594771243,0.4906666666666667,0.5838779956427016
436,459,273,131,0.40522875816993464,0.5201465201465201,0.7145969498910676
437,712,409,152,0.425561797752809,0.6283618581907091,0.7865168539325843
438,340,232,111,0.3176470588235294,0.521551724137931,0.6735294117647059
439,594,441,214,0.25757575757575757,0.5147392290249433,0.6397306397306397
440,340,247,141,0.2735294117647059,0.42914979757085026,0.5852941176470587
441,340,199,98,0.41470588235294115,0.507537688442211,0.711764705882353
442,594,347,194,0.4158249158249159,0.44092219020172907,0.6734006734006734
443,815,458,262,0.43803680981595094,0.4279475982532751,0.6785276073619633
444,119,83,70,0.3025210084033614,0.15662650602409633,0.4117647058823529
445,815,555,208,0.3190184049079755,0.6252252252252253,0.7447852760736196
446,119,97,72,0.18487394957983194,0.25773195876288657,0.39495798319327735
447,578,468,168,0.19031141868512114,0.641025641025641,0.7093425605536332
448,831,678,260,0.18411552346570392,0.6165191740412979,0.687123947051745
449,103,94,89,0.08737864077669899,0.05319148936170215,0.13592233009708743
450,356,247,131,0.3061797752808989,0.46963562753036436,0.6320224719101124
451,103,91,86,0.11650485436893199,0.05494505494505497,0.16504854368932043
452,103,84,78,0.18446601941747576,0.0714285714285714,0.24271844660194175
453,356,247,138,0.3061797752808989,0.4412955465587044,0.6123595505617978
454,88,54,44,0.38636363636363635,0.18518518518518523,0.5
455,193,133,112,0.31088082901554404,0.1578947368421053,0.4196891191709845
456,88,64,48,0.2727272727272727,0.25,0.4545454545454546
457,88,71,60,0.19318181818181823,0.15492957746478875,0.31818181818181823
458,193,124,68,0.3575129533678757,0.4516129032258065,0.6476683937823835
459,563,434,230,0.22912966252220246,0.4700460829493087,0.5914742451154529
460,668,486,210,0.27245508982035926,0.5679012345679013,0.6856287425149701
461,563,407,179,0.27708703374777977,0.5601965601965602,0.6820603907637656
462,563,442,208,0.2149200710479574,0.5294117647058824,0.630550621669627
463,668,497,142,0.25598802395209586,0.7142857142857143,0.7874251497005988
464,801,516,227,0.35580524344569286,0.560077519379845,0.7166042446941323
465,430,353,202,0.17906976744186043,0.42776203966005666,0.5302325581395348
466,326,255,121,0.21779141104294475,0.5254901960784314,0.6288343558282208
467,905,711,261,0.21436464088397789,0.6329113924050633,0.7116022099447514
468,326,269,131,0.17484662576687116,0.5130111524163569,0.598159509202454
469,326,146,103,0.5521472392638036,0.29452054794520544,0.6840490797546013
470,905,430,155,0.5248618784530387,0.6395348837209303,0.8287292817679558
471,444,332,107,0.25225225225225223,0.677710843373494,0.759009009009009
472,787,562,159,0.2858958068614994,0.7170818505338079,0.7979669631512071
473,444,351,161,0.20945945945945943,0.5413105413105412,0.6373873873873874
474,444,310,153,0.30180180180180183,0.5064516129032258,0.6554054054054055
475,787,512,189,0.349428208386277,0.630859375,0.7598475222363406
476,919,487,237,0.470076169749728,0.5133470225872689,0.7421109902067464
477,312,201,115,0.3557692307692307,0.427860696517413,0.6314102564102564
478,919,585,236,0.36343852013057676,0.5965811965811966,0.7431991294885745
479,919,734,241,0.2013057671381937,0.6716621253405994,0.7377584330794342
480,312,248,140,0.20512820512820518,0.4354838709677419,0.5512820512820513
481,682,593,169,0.13049853372434017,0.715008431703204,0.7521994134897361
482,549,489,203,0.10928961748633881,0.5848670756646217,0.6302367941712204
483,682,576,238,0.15542521994134895,0.5868055555555556,0.6510263929618768
484,682,500,195,0.2668621700879765,0.61,0.7140762463343109
485,549,377,140,0.31329690346083794,0.6286472148541113,0.7449908925318761
486,207,163,113,0.2125603864734299,0.3067484662576687,0.45410628019323673
487,74,73,71,0.013513513513513487,0.0273972602739726,0.04054054054054057
488,207,156,77,0.24637681159420288,0.5064102564102564,0.6280193236714976
489,207,136,97,0.3429951690821256,0.2867647058823529,0.5314009661835748
490,74,59,53,0.20270270270270274,0.10169491525423724,0.28378378378378377
491,266,226,127,0.15037593984962405,0.43805309734513276,0.5225563909774436
492,371,306,133,0.17520215633423175,0.565359477124183,0.6415094339622642
493,266,240,156,0.09774436090225569,0.35,0.4135338345864662
494,266,128,66,0.518796992481203,0.484375,0.7518796992481203
495,371,170,98,0.5417789757412399,0.42352941176470593,0.7358490566037736
496,741,497,265,0.3292847503373819,0.4668008048289738,0.6423751686909582
497,846,555,184,0.34397163120567376,0.6684684684684685,0.7825059101654847
498,741,424,105,0.4278002699055331,0.7523584905660378,0.8582995951417004
