[14, 18, 3, 3, 3, 3, 18, 7, 18, 18, 3, 3, 3, 3, 21, 9, 5, 3, 18, 18, 1, 3, 3, 3]
[14, 18, 3, 3, 3, 3, 18, 7, 18, 18, 3, 3, 3, 3, 21, 9, 5, 3, 18, 18, 4, 3, 3, 3]
[6, 18, 3, 3, 3, 3, 18, 21, 18, 18, 18, 3, 3, 3, 0, 2, 7, 3, 20, 18, 3, 3, 3, 3]
[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 17, 1, 15, 15, 15, 13, 6, 6, 6, 6]
[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 2, 1, 15, 15, 15, 5, 6, 6, 6, 6]
[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 21, 8, 15, 15, 15, 23, 6, 6, 6, 6]
[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 21, 1, 15, 15, 15, 7, 6, 6, 6, 6]
[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 2, 1, 15, 15, 15, 0, 6, 6, 6, 6]
[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 21, 1, 15, 15, 15, 23, 6, 6, 6, 6]
[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 21, 17, 15, 15, 15, 23, 6, 6, 6, 6]
